Term	Language ID	Definition	External cross reference (definition)	Note (definition)	Note (Term)	Part of speech	Grammatical gender	Grammatical number	Pronunciation	Etymology	Orthographic variant	Acronym	Full form	Abbreviation	Derivative	Collocation	Synonym	Quasi synonym	Hypernym	Hyponym	Context	External cross reference (context)	Register	Common name	Scientific name	Domain	Subdomain	Sub-subdomain
peptide	fr	protide formé par un nombre restreint d'acides aminés qui peut être incorporé dans la cellule de la levure et y être métabolisé	https://www.vignevin.com/publications/fiches-pratiques/azote-en-oenologie/	définition reformulée	NA	substantif	masculin	singulier	/pɛptid/	de pep[sine] et [pro]tide	NA	NA	NA	NA	peptidiques; polypeptides; dipeptides; tripeptides	riche en peptide; peptide sapide; présence de peptide; assimiler le peptide	NA	NA	amine	aspartame; alitame; peptide ribosomique; peptides zymocidaux	En revanche, contrairement aux levures, elles sont capables d’assimiler les peptides et les protéines contenus dans l’azote organique.	https://www.vitisphere.com/actualite-91878-Des-astuces-pour-que-vos-levures-fermentent-vite-et-bien.htm	spécialisé	peptide	peptide	oenologie	vinification	fermentation
polyols	fr	alcools contenant plusieurs groupes d’hydroxyles qui existent naturellement dans le raisin et qui sont produits par la fermentation de divers alcools	https://dico-du-vin.com/polyols-composants-du-vin/	NA	le terme "polyalcols" est le terme qui designe le concept de polyalcols d'un point de vue plus chimique; toutefois il a été inseré le terme "polyols" comme traduisant de "polialcoli" parce qu'il été le plus fréquent dans le domaine oenologique	substantif	masculin	pluriel	/pɔliɔl/	de poly﻿- et [alco]ol	NA	NA	NA	NA	alcool	consommation des polyols; famille des polyols; à base de polyols	polyalcools	NA	alcool	butanediol; arabitol; érythritol; glycérol; inositol; mannitol; sorbitol	Il a la particularité d'être composé d'un liant naturel constitué d’une émulsion de cire d'abeille et d'un liant à base de 100% de polyols d’origine végétale.	https://www.vitisphere.com/actualite-90674-Diam-prime-pour-son-bouchon-liege-a-la-cire-dabeilles.htm	spécialisé	polyols	polyalcols	oenologie	vinification	fermentation
processus de dégradation	fr	réaction consistant à rompre une ou plusieurs liaisons à l'intérieur d'une molécule, ce qui brise souvent cette molécule en plusieurs molécules plus petites	https://www.larousse.fr/dictionnaires/francais/d%c3%a9gradation/22892?q=d%c3%a9gradation#22776	NA	NA	syntagme nominal	masculin	singulier	/degʀadasjɔ̃/	du bas latin → dégrader, vient du latin chrétien, de gradus → grade	NA	NA	NA	NA	dégrader; dégradè; dégradateur	dégradation de l'acide lactique; dégradation de l'acide citrique; dégradation de l'acide malique; état de dégradation; dégradation biologique; dégradation complète; être en dégradation; dégradation précoce; provoquer la dégradation; dégradation bacterienne;	NA	décomposition	réaction chimique	NA	Mal contrôlée, elle peut par exemple entraîner la dégradation d'autres substances présentes dans le vin, comme l'acide citrique, et transformer le vin en vinaigre.	https://avis-vin.lefigaro.fr/connaitre-deguster/o111001-comment-le-vin-perd-t-il-son-acidite	spécialisé	dégradation	dégradation	oenologie	vinification	fermentation
respiration aérobie	fr	respiration cellulaire où le glucose réagit avec de l'oxygène, formant un ATP qui peut être utilisé par la cellule, dans laquelle l'acide lactique (souvent appelé lactate), est recyclé dans le métabolisme aérobie.	https://fr.khanacademy.org/science/high-school-biology/hs-energy-and-transport/hs-cellular-respiration/a/hs-cellular-respiration-review; https://www.lequipe.fr/Coaching/Tous-sports/Actualites/Aerobie-ou-anaerobie/915804	NA	NA	syntagme nominal	féminin	singulier	/ʀɛspiʀasjɔ̃/ /aeʀɔbi/	respiration: latin respirare, de spirare « souffler » ; famille de esprit; aérobie: 1863 (dans Gazette médicale de Paris); de aéro- et -bie « vie »; sur le modèle d'amphibie	NA	NA	NA	NA	aérobiose; aérobiologie; aérobique	produir la respiration aérobie; capable de respiration aérobie; effectuer la respiration aérobie; utiliser la respiration aérobie	NA	processus aérobie	respiration	NA	La phosphorylaxion oxydative est la dernière étape de la respiration aérobie	NA	spécialisé	respiration aérobie	respiration aérobie	oenologie	vinification	fermentation
respiration anaérobie	fr	méchanisme en l'absence d'oxygène dans lequel certaines cellules pratiquent la fermentation ou oxydation incomplète du glucose	https://www.mediachimie.org/ressource/zoom-sur-la-vinification	NA	NA	syntagme nominal	féminin	singulier	/ʀɛspiʀasjɔ̃/ /anaeʀɔbi/	respiration: latin respirare, de spirare « souffler » ; famille de esprit; anaérobie: (→ aéro﻿- et ﻿-bie)	respiration anaérobique	NA	NA	NA	anaérobiose; anaérobique	produir la respiration anaérobie; continuer de respirer anaérobie	NA	NA	respiration	NA	Le type d'une respiration anaérobie est celle du Saccaromyces vini (levure du vin), qui produit la fermentation du suc du raisin.	https://books.google.it/books?id=OfI8AAAAYAAJ&q=%22respiration+ana%C3%A9robie%22+vin&dq=%22respiration+ana%C3%A9robie%22+vin&hl=fr&sa=X&ved=2ahUKEwjJg4exo4TtAhXOjqQKHRsHBXUQ6AEwA3oECAEQAg	spécialisé	respiration anaérobie	respiration anaérobie	oenologie	vinification	fermentation
saturation	fr	limite de la possibilité que possède une substance (liquide, gaz, air) d'en dissoudre ou d'en absorber une autre (solide, liquide, gaz, vapeur) dans des conditions déterminées de température et de pression; état d'un liquide, d'un gaz ou de l'air saturé.	https://www.cnrtl.fr/definition/saturation	NA	NA	substantif	féminin	singulier	/satyʀasjɔ̃/	de saturer, du latin, de satur « rassasié » → soûl, de satis → satisfaire	NA	NA	NA	NA	saturer; saturé	température de saturation; forte saturation; verifier la saturation; attaindre la saturation; niveau de saturation; phénomène de saturation; effet de saturation; saturation d'oxygène; saturation d'un acide	limite; réaction	NA	NA	saturation de l'air; saturation d'un gaz; saturation d'un acide; saturation de l'atmosphère; saturation de l'oxygène	Ses puissants âromes de chocolat et de kirsch précèdent une bouche impressionante de saturation, dominée par la cerise noire et la quesche nuancée de sel et de fumé.	https://books.google.it/books?id=8LWal0ne5egC&pg=PA1130&dq=saturation+vin+fr&hl=fr&sa=X&ved=2ahUKEwjBkZO-04btAhVPMewKHT2nBbMQ6AEwAHoECAYQAg#v=onepage&q=saturation%20vin%20fr&f=false	spécialisé	saturation	saturation	oenologie	vinification	fermentation
sulfite de sodium	fr	tout sel de l'acide sulfureux, conservateur et antioxygène de synthèse	https://www.cnrtl.fr/definition/sulfite; https://www.santemagazine.fr/alimentation/additifs-alimentaires/sulfite-de-sodium-e221-170169	en France, il est autorisé sous conditions, il peut avoir une quantité maximales autorisées dans un aliment et être limité à certains aliments	NA	syntagme nominal	masculin	singulier	/sylfit/ /də/ /sɔdjɔm/	sulfite: 1787, dér. de l'élém. formant sulf-*; suff. -ite*; sodium: (mot créé en anglais, de soda « soude », du latin → soude)	sulfite de soude	E221	NA	NA	bisulfite de sodium; disulfite de sodium; métabisulfite de sodium	contenir le sulfite de sodium; employer le sulfite de sodium; transformer le sulfite de sodium	NA	NA	sulfite	NA	Parmi ces derniers, les plus présents sont : le dioxyde de soufre (SO2), bisulfite de sodium, sulfite de sodium, agents de sulfitation, etc	https://www.vin-survin.fr/2019/09/09/contient-des-sulfites/	spécialisé	sulfite de sodium	Na2SO3	oenologie	vinification	fermentation
substance colloïdale	fr	substance composée de grosses molécules ayant l'apparence de la gélatine ou de la gomme contenue ou ajoutée (gomme arabique) dans les moûts; elle est éliminée par filtration ou collage et apport du moelleux au vin	https://www.abcduvin.com/index.php/term/2,3450.xhtml	NA	NA	syntagme nominal	féminin	singulier	/kɔlɔidal/ /sypstɑ̃s/	substance: latin substantia, de substare « être dessous », de sub﻿- → sub﻿- et stare → station; colloïdal: (de l'anglais, du grec kolla → colle), 1855, dér. de colloïde*; suff. -al*; considéré comme empr. à l'angl. Colloidal, attesté dep. 1861 dans un texte du chimiste T. Graham qui lui a donné son sens précis comme terme de chimie (NED).	NA	NA	NA	NA	collage; colle	floculer la substance  colloïdale; substance colloïdale troublante; substances colloïdales hydrophobes; voile de substances  colloïdales; analyse des substances colloïdales; riche en substances  colloïdales	colloïde	NA	colle	NA	cette opération consiste à faire floculer les substances  colloïdales troublant le vin et celles susceptibles de troubler un jour.	https://books.google.it/books?id=fc_uAQAAQBAJ&pg=PA238&dq=substances+colloidales+vin&hl=fr&sa=X&ved=2ahUKEwjqiq2J34btAhUJsKQKHYjkAAMQ6AEwAHoECAYQAg#v=onepage&q=substances%20colloidales%20vin&f=false	spécialisé	substance colloïdale	substance colloïdale	oenologie	vinification	fermentation
marc de raisin	fr	résidu (pellicules, pépins et éventuellement rafle) du raisin que l'on a pressé pour en extraire le jus	https://avis-vin.lefigaro.fr/connaitre-deguster/tout-savoir-sur-le-vin/dictionnaire-vin/o110050-marc	NA	NA	syntagme nominal	masculin	singulier	/maʀ/ /də/ /ʀɛzɛ̃/	marc: francique marka → mark; raisin: du latin, racemus en latin classique	NA	NA	NA	NA	NA	distillation du marc de raisin; la teneur du marc de raisin	NA	NA	marc	eau-de-vie de marc de raisin	Une jeune Bordelaise vient de lancer une marque de baskets fabriquées à partir de déchets recyclés dont du marc de raisin issu de la viticulture	https://www.20minutes.fr/vousinterviewez/2890415-20201022-bordeaux-paire-baskets-zeta-3-kg-dechets-recycles-dont-marc-raisin-explique-fondatrice-marque	spécialisé	marc	marc de raisin	oenologie	vinification	fermentation
sucre réducteur	fr	sucre qui a une fonction aldéhyde ou cétone libre et qui est fermentescible (dont «réduit» durant la fermentation, en diminuant au moins de moitié le degré d'oxydation.).	https://www.cnrtl.fr/definition/r%C3%A9ducteur; https://www.journaldemontreal.com/2016/01/14/sucres-residuels-et-sucres-reducteurs#:~:text=Ces%20sucres%20ne%20sont%20donc,n'en%20tient%20pas%20compte.&text=Ainsi%2C%20prenons%20un%20vin%20de,g%2FL%20de%20sucres%20r%C3%A9ducteurs.	NA	NA	syntagme nominal	masculin	singulier	/sykʀ/ /ʀedyktœʀ/	sucre: italien zucchero, emprunt à l'arabe sukkar, d'origine indienne [de même que le grec sakkharon, cf. sacchar[o]; ﻿-]reducteur: du latin reduire, reducere « ramener » [supin reductum, cf. réduction] ; famille de conduire	NA	NA	NA	NA	sucre reduit	taux de sucres reducteurs; quantité de soucre reducteur; analyse des sucres reducteurs	NA	sucre résiduels	sucre; glucide	glucose;  glycéraldéhyde; galactose	En résumé, pour les vins rouges, l’indication du taux de sucre réducteur des vins de la SAQ est un indicatif du type de vin.	http://vinquebec.com/node/15765	spécialisé	sucre reducteur	sucre reducteur	oenologie	vinification	fermentation
acidité volatile	fr	paramètre qui désigne toutes les formes (libres et salifiées) des acides volatils potentiellement présents dans le vin ; il s’agit néanmoins très majoritairement de l’acide acétique	file:///C:/Users/anton/Downloads/PANORAMA_Acidit%C3%A9+Volatile_FRANCAIS.pdf	l’acidité volatile donne au vin du bouquet.	NA	syntagme nominal	féminin	singulier	/asidite/ /vɔlatil/	acidité: Empr. au b. lat. aciditas (dér. du lat. class. acidus), attesté dep. ca 408, comme terme méd.; Volatile: Empr. au lat. class. volatilis « qui vole, ailé », au fig. « rapide, éphémère »	NA	NA	NA	NA	acide volatil	développement de l'acidité volatile; acidité volatile d'un vin; dosage de l'acidité volatile; taux d'acidité volatile; production d'acidité volatile; apport en acidité volatile; teneur en acidité volatile	NA	NA	acidité	NA	Un vin très complet et étonnamment long (vu son prix), qui décline des parfums très expressifs, rehaussés d’une touche d’acidité volatile. 	https://www.journaldemontreal.com/2020/10/30/les-vieux-routiers-du-vin-nature	spécialisé	acidité volatile	acidité volatile	oenologie	vinification	fermentation
acide citrique	fr	acide présent  dans les raisins de tous les cépages; sa concentration est plus élevée dans les moûts atteints de pourriture, ainsi que ceux dont les raisins sont issus du passerillage.	https://dico-du-vin.com/acide-citrique/	lors de la fermentation malolactique, l’acide citrique est consommé presque complètement par les bactéries lactiques en donnant lieu à la formation d’acide acétique.	NA	syntagme nominal	masculin	singulier	/asid/ /sitʀik/	acide: du latin ; famille de acier, âcre, aigre, aiguille; citrique: latin, de citrus, famille du grec kedron → cèdre	acide de citron	NA	NA	NA	NA	utiliser l'acide citrique; ajouter l'acide citrique; addition d'acide citrique; teneur en acide citrique	NA	NA	acide	NA	Cette acidité provient du raisin d’abord et du processus de fermentation ensuite: on parle ici de l’acide citrique (citron), l’acide lactique, l’acide malique ou l’acide tartrique pouor prendre les plus connus.	https://www.toutsurlevin.ca/le-debat-acide-du-sucre-residuel-dans-le-vin/	spécialisé	acide citrique	C6H8O7	oenologie	vinification	fermentation
décarboxylation	fr	perte d'un ou de plusieurs groupes carboxyliques provenant d'un composé organique.	NA	l'acide malique du moût de raisin est transformé molécule à molécule en acide lactique	NA	substantif	féminin	singulier	/dekaʀbɔksilasjɔ̃/	carboxyle: de carbo[ne], ox[ygène] et ﻿-yle	NA	NA	NA	NA	décarboxyler; décarboxylé	réaction de décarboxylation; décarboxylation de l'acide malique; décarboxylation enzymatique; provoquer une décarboxylation	NA	NA	carboxyle	décarboxylation de l'acide malique; décarboxylation de pyruvate; de l'acide glutaminique	La décarboxylation de l'acide L-malique en acide L-lactique n'assure ni la production d'ATP ni la régéneration de la forme accepteuse d'électron du couple NAD+/NADH.	https://books.google.it/books?id=kkGwAgAAQBAJ&pg=PA12&dq=d%C3%A9carboxylation+acide+malique&hl=it&sa=X&ved=2ahUKEwjnof-owoftAhXJAWMBHQMsDTQQ6AEwAXoECAUQAg#v=onepage&q=d%C3%A9carboxylation%20de%20l'acide%20malique&f=false	spécialisé	fermenation malolactique	décarboxylation	oenologie	vinification	fermentation
